"Name","Straße","PLZ","Ort","Bundesland","Type","Jahr","Titel","Ortsteil","id"
"Haupt- und Realschule Birstein","","","Birstein","Hessen","Programm","","Be smart - don't Start","","0"
"Frida-Levy-Gesamtschule","","","Essen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","186"
"Integrierte Gesamtschule Hameln","","","Hameln","Niedersachsen","Programm","","Be smart - don't Start","","30"
"Integrierte Gesamtschule Friesland-Nord","","","Schortens","Niedersachsen","Programm","","Be smart - don't Start","","8"
"Mittelschule Hunderdorf","","","Hunderdorf","Bayern","Programm","","Be smart - don't Start","","1"
"Gyula Trebitsch Schule Tonndorf","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Ottersteinschule","","","Pforzheim","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Mittelschule Pocking","","","Pocking","Bayern","Programm","","Be smart - don't Start","","6"
"August-Hermann-Francke-Schule","","","Buchholz","Niedersachsen","Programm","","Be smart - don't Start","","58"
"Städt. Joseph-Beuys-Gesamtschule","","","Düsseldorf","Nordrhein Westphalen","Programm","","Be smart - don't Start","","179"
"Max-Ernst-Schule","","","Weilrod","Hessen","Programm","","Be smart - don't Start","","0"
"Städtische Gesamtschule Gescher","","","Gescher","Nordrhein Westphalen","Programm","","Be smart - don't Start","","8"
"Christa-und-Peter-Scherpf-Gymnasium","","","Prenzlau","Brandenburg","Programm","","Be smart - don't Start","","11"
"Städt. Alexander-Hegius-Gymnasium","","","Ahaus","Nordrhein Westphalen","Programm","","Be smart - don't Start","","19"
"Geschwister-Scholl-Gymnasium","","","Unna","Nordrhein Westphalen","Programm","","Be smart - don't Start","","25"
"Stadtteilschule Lurup","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Mittelschule Lappersdorf","","","Lappersdorf","Bayern","Programm","","Be smart - don't Start","","2"
"Katholische Hauptschule Itterstraße","","","Düsseldorf","Nordrhein Westphalen","Programm","","Be smart - don't Start","","179"
"Geschwister-Scholl-Stadtteilschule","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Paul-Winter-Schule","","","Neuburg","Bayern","Programm","","Be smart - don't Start","","20"
"Schule Zieglersche Anstalten","","","Wilhelmsdorf","Baden-Württemberg","Programm","","Be smart - don't Start","","1"
"Lise-Meitner-Gymnasium","","","Maxdorf","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Jakob-Sandtner-Schule","","","Straubing","Bayern","Programm","","Be smart - don't Start","","24"
"Albert-Liebmann-Schule","","","Hannover","Niedersachsen","Programm","","Be smart - don't Start","","173"
"Johann-Belzer-Schule","","","Weisenbach","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Grund- und Oberschule Baltrum","","","Baltrum","Niedersachsen","Programm","","Be smart - don't Start","","1"
"Gemeinschaftsschule","","","Morsbach","Nordrhein Westphalen","Programm","","Be smart - don't Start","","2"
"Markgrafen-Gymnasium","","","Karlsruhe","Baden-Württemberg","Programm","","Be smart - don't Start","","1"
"Goetheschule","","","Essen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","186"
"Gesamtschule Hungen","","","Hungen","Hessen","Programm","","Be smart - don't Start","","0"
"Paul-Pfinzing-Gymnasium","","","Hersbruck","Bayern","Programm","","Be smart - don't Start","","6"
"Hans-Böckler-Schule","","","Neumünster","Schleswig Holstein","Programm","","Be smart - don't Start","","28"
"Gymnasium im Kannenbäckerland","","","Höhr-Grenzhausen","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Kloster-Gymnasium Vom Heiligen Grab","","","Baden-Baden","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Pestalozzischule","","","Weener","Niedersachsen","Programm","","Be smart - don't Start","","7"
"Freiherr-vom-Stein-Schule","","","Immenhausen","Hessen","Programm","","Be smart - don't Start","","0"
"Integrierte Gesamtschule Am Nanstein","","","Landstuhl Sickingenstadt","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Otterstein-Realschule","","","Pforzheim","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Staatliche Berufsbildende Schule für Gesundheit und Soziales","","","Jena","Thüringen","Programm","","Be smart - don't Start","","38"
"Bugenhagen-Schule im Hessepark","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Willy-Brandt-Gesamtschule","","","Castrop-Rauxel","Nordrhein Westphalen","Programm","","Be smart - don't Start","","21"
"Gemeinschaftsschule Saarbrücken-Ludwigspark","","","Saarbrücken","Saarland","Programm","","Be smart - don't Start","","1"
"Städt. Apostel-Gymnasium","","","Köln","Nordrhein Westphalen","Programm","","Be smart - don't Start","","324"
"Parkschule","","","Stadtbergen","Bayern","Programm","","Be smart - don't Start","","2"
"Gotthold-Ephraim-Lessing-Mittelschule","","","Ingolstadt","Bayern","Programm","","Be smart - don't Start","","38"
"Schule am Berg","","","Wülfrath","Nordrhein Westphalen","Programm","","Be smart - don't Start","","10"
"Marienschule der Ursulinen","","","Bielefeld","Nordrhein Westphalen","Programm","","Be smart - don't Start","","117"
"Gymnasium Warstein","","","Warstein","Nordrhein Westphalen","Programm","","Be smart - don't Start","","9"
"Heinrich-Hertz-Schule","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Gemeinschaftsschule Meldorf","","","Meldorf","Schleswig Holstein","Programm","","Be smart - don't Start","","6"
"Realschule Salzstraße","","","Kempten","Bayern","Programm","","Be smart - don't Start","","31"
"Mittelschule Gräfensteinberg","","","Haundorf","Bayern","Programm","","Be smart - don't Start","","1"
"Willy-Brandt-Gesamtschule","","","Übach-Palenberg","Nordrhein Westphalen","Programm","","Be smart - don't Start","","9"
"Sekundarschule ""Fritz Heicke""","","","Gommern","Sachsen Anhalt","Programm","","Be smart - don't Start","","3"
"Städt. Heisenberg-Gymnasium","","","Gladbeck","Nordrhein Westphalen","Programm","","Be smart - don't Start","","21"
"Willy-Brandt-Realschule","","","Königsbach-Stein","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Marienschule","","","Dülmen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","15"
"Realschule Jöllenbeck","","","Bielefeld","Nordrhein Westphalen","Programm","","Be smart - don't Start","","117"
"Städt. Gemeinschaftshauptschule","","","Gevelsberg","Nordrhein Westphalen","Programm","","Be smart - don't Start","","10"
"Gustav-Heinemann-Schule","","","Hofgeismar","Hessen","Programm","","Be smart - don't Start","","0"
"Pestalozzi-Gymnasium","","","Biberach an der Riss","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Gem. Hauptschule Hachhausen","","","Datteln","Nordrhein Westphalen","Programm","","Be smart - don't Start","","10"
"Anne-Frank-Gemeinschaftsschule","","","Elmshorn","Schleswig Holstein","Programm","","Be smart - don't Start","","15"
"Uli-Wieland-Mittelschule","","","Vöhringen","Bayern","Programm","","Be smart - don't Start","","6"
"Sekundarschule Nümbrecht Ruppichteroth","","","Nümbrecht","Nordrhein Westphalen","Programm","","Be smart - don't Start","","9"
"Peter-Weiss-Gesamtschule","","","Unna","Nordrhein Westphalen","Programm","","Be smart - don't Start","","25"
"Sekundarschule Nordlippe","","","Extertal","Nordrhein Westphalen","Programm","","Be smart - don't Start","","5"
"Johannes-Gutenberg-Schule","","","Köln","Nordrhein Westphalen","Programm","","Be smart - don't Start","","324"
"Schule Hohe Geest","","","Hohenwestedt","Schleswig Holstein","Programm","","Be smart - don't Start","","2"
"Clara-Zetkin-Schule","","","Strausberg","Brandenburg","Programm","","Be smart - don't Start","","14"
"Mittelschule Rednitzhembach","","","Rednitzhembach","Bayern","Programm","","Be smart - don't Start","","1"
"Hauptschule Zum Diek","","","Haan","Nordrhein Westphalen","Programm","","Be smart - don't Start","","11"
"Eugen-Bolz-Realschule","","","Ellwangen (Jagst)","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Sekundarschule ""Campus Technicus""","","","Bernburg (Saale)","Sachsen Anhalt","Programm","","Be smart - don't Start","","12"
"Private Wirtschaftsschule Pelzl","","","Schweinfurt","Bayern","Programm","","Be smart - don't Start","","33"
"Justus-v.-Liebig-Grundschule","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Dahlmannschule","","","Bad Segeberg","Schleswig Holstein","Programm","","Be smart - don't Start","","9"
"LVR-Paul-Klee-Schule","","","Leichlingen (Rheinland)","Nordrhein Westphalen","Programm","","Be smart - don't Start","","10"
"Städt. Max-Planck-Gymnasium","","","Bielefeld","Nordrhein Westphalen","Programm","","Be smart - don't Start","","117"
"Albertus-Magnus-Gymnasium","","","Bergisch Gladbach","Nordrhein Westphalen","Programm","","Be smart - don't Start","","45"
"Liebigschule","","","Gießen","Hessen","Programm","","Be smart - don't Start","","0"
"Förderschule ""Dr.S. Hahnemann""","","","Köthen (Anhalt)","Sachsen Anhalt","Programm","","Be smart - don't Start","","11"
"Städt. Gesamtschule Fröndenberg","","","Fröndenberg/Ruhr","Nordrhein Westphalen","Programm","","Be smart - don't Start","","4"
"Städt. Ernst-Moritz-Arndt-Gymnasium","","","Remscheid","Nordrhein Westphalen","Programm","","Be smart - don't Start","","40"
"Ahnatal-Schule","","","Vellmar","Hessen","Programm","","Be smart - don't Start","","0"
"Gemeinschaftsschule am Hamberg","","","Burg/Dithmarschen","Schleswig Holstein","Programm","","Be smart - don't Start","","0"
"Albert-Schweitzer-Schule","","","Neuhof","Hessen","Programm","","Be smart - don't Start","","1"
"Private Wirtschaftsschule Dr. Kalscheuer","","","Rosenheim","Bayern","Programm","","Be smart - don't Start","","25"
"Fördegymnasium","","","Flensburg","Schleswig Holstein","Programm","","Be smart - don't Start","","32"
"Neues Gymnasium","","","Rüsselsheim","Hessen","Programm","","Be smart - don't Start","","0"
"Gemeinschaftsschule Kalletal","","","Kalletal","Nordrhein Westphalen","Programm","","Be smart - don't Start","","6"
"Heinrich-Heine-Schule","","","Bremen","Bremen","Programm","","Be smart - don't Start","","175"
"Friedrich-Schiller-Schule","","","Hemsbach","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Mittelschule Neunburg vorm Wald","","","Neunburg vorm Wald","Bayern","Programm","","Be smart - don't Start","","0"
"Stefan-Krumenauer-Schule","","","Eggenfelden","Bayern","Programm","","Be smart - don't Start","","9"
"Friedrich-Fröbel-Schule","","","Viernheim","Hessen","Programm","","Be smart - don't Start","","0"
"Fürst-Johann-Ludwig-Schule","","","Hadamar","Hessen","Programm","","Be smart - don't Start","","0"
"Erich Kästner Gemeinschaftsschule","","","Elmshorn","Schleswig Holstein","Programm","","Be smart - don't Start","","15"
"Hans-Brüggemann-Schule","","","Bordesholm","Schleswig Holstein","Programm","","Be smart - don't Start","","2"
"Hermann-Ehlers-Oberschule","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Stadtteilschule Bahrenfeld","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Grund- und Oberschule Oldendorf","","","Oldendorf","Niedersachsen","Programm","","Be smart - don't Start","","11"
"Josef-Landes-Schule","","","Kaufbeuren","Bayern","Programm","","Be smart - don't Start","","17"
"Humboldt-Gymnasium","","","Leipzig","Sachsen","Programm","","Be smart - don't Start","","304"
"Staatliche Regelschule ""Gotthold Ephraim Lessing""","","","Greiz","Thüringen","Programm","","Be smart - don't Start","","15"
"Oberschule ""Felix Mauersberger""","","","Netzschkau","Sachsen","Programm","","Be smart - don't Start","","2"
"Musikbetonte Gesamtschule ""Paul Dessau""","","","Zeuthen","Brandenburg","Programm","","Be smart - don't Start","","2"
"Heinrich-Pattberg-Schule","","","Moers","Nordrhein Westphalen","Programm","","Be smart - don't Start","","31"
"Heilwig-Gymnasium","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Stadtteilschule Am Hafen","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Thomas-Morus-Schule","","","Osnabrück","Niedersachsen","Programm","","Be smart - don't Start","","76"
"Collegium Josephinum","","","Bonn","Nordrhein Westphalen","Programm","","Be smart - don't Start","","112"
"Waldschule Egels","","","Aurich","Niedersachsen","Programm","","Be smart - don't Start","","26"
"Friedrich-Ebert-Gymnasium","","","Bonn","Nordrhein Westphalen","Programm","","Be smart - don't Start","","112"
"Grundschule ""Gebrüder Grimm""","","","Brandenburg an der Havel","Brandenburg","Programm","","Be smart - don't Start","","26"
"Katharinenschule","","","Eisleben","Sachsen Anhalt","Programm","","Be smart - don't Start","","10"
"Gustav-Langenscheidt-Schule","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Städt. Friedrich-Bährens-Gymnasium","","","Schwerte","Nordrhein Westphalen","Programm","","Be smart - don't Start","","16"
"Selztalschule","","","Nieder-Olm","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Gymnasium Alstertal","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Paulus-Praetorius-Gymnasium","","","Bernau bei Berlin","Brandenburg","Programm","","Be smart - don't Start","","17"
"Abtei-Gymnasium","","","Pulheim","Nordrhein Westphalen","Programm","","Be smart - don't Start","","18"
"Gebrüder-Montgolfier-Gymnasium","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Fridtjof-Nansen-Realschule","","","Gronau (Westf.)","Nordrhein Westphalen","Programm","","Be smart - don't Start","","17"
"Friedrich-Hecker-Gymnasium","","","Radolfzell am Bodensee","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Lyonel-Feininger-Gymnasium","","","Mellingen","Thüringen","Programm","","Be smart - don't Start","","2"
"Öömrang Skuul","","","Nebel","Schleswig Holstein","Programm","","Be smart - don't Start","","4"
"Schiller-Gymnasium","","","Heidenheim an der Brenz","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Städt. Anno-Gymnasium","","","Siegburg","Nordrhein Westphalen","Programm","","Be smart - don't Start","","21"
"Anne-Frank-Schule","","","Gronau (Westf.)","Nordrhein Westphalen","Programm","","Be smart - don't Start","","17"
"Gemeinschaftsschule Heide-Ost","","","Heide","Schleswig Holstein","Programm","","Be smart - don't Start","","75"
"Integrierte Gesamtschule","","","Oppenheim","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Gemeinschaftsschule West","","","Flensburg","Schleswig Holstein","Programm","","Be smart - don't Start","","32"
"Altes Gymnasium","","","Bremen","Bremen","Programm","","Be smart - don't Start","","175"
"Städt. Realschule","","","Radevormwald","Nordrhein Westphalen","Programm","","Be smart - don't Start","","7"
"Helmut-Schmidt-Gymnasium","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Realschule plus Hahnstätten","","","Hahnstätten","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Grundschule Lindenbäumchen","","","Groß Lindow","Brandenburg","Programm","","Be smart - don't Start","","1"
"Städtische Gesamtschule","","","Salzkotten","Nordrhein Westphalen","Programm","","Be smart - don't Start","","13"
"Lise-Meitner-Gymnasium","","","Falkensee","Brandenburg","Programm","","Be smart - don't Start","","11"
"Werner-von-Siemens-Schule","","","Gransee","Brandenburg","Programm","","Be smart - don't Start","","6"
"Melanchthon-Gymnasium","","","Nürnberg","Bayern","Programm","","Be smart - don't Start","","138"
"Carl Friedrich von Weizsäcker-Gymnasium","","","Ratingen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","26"
"Dietrich-Bonhoeffer-Gymnasium","","","Wiehl","Nordrhein Westphalen","Programm","","Be smart - don't Start","","13"
"Freiherr-von-Rochow-Oberschule","","","Pritzwalk","Brandenburg","Programm","","Be smart - don't Start","","7"
"Realschule für Jungen und Mädchen","","","Steinhagen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","8"
